,routeNameList,RouteLinks,busname,bustypes,dptimes,dplocs,runtime,bptimes,bplocs,nextday,ratings,ratingppl,busfare,oldfares,seatavail,wseatavail
6484,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:35,Miyapur Allwyn,03h 25m,02:00,Khammam,04-Aug,New,N/A,INR 3999,N/A,44 Seats available,0
6485,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1236,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20,Jubilee Bus Station JBS,07h 00m,18:20,SRISAILAM BS,N/A,3.6,24,INR 442,N/A,19 Seats available,0
6486,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9637,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40,Jubilee Bus Station JBS,07h 00m,18:40,SRISAILAM BS,N/A,4.6,15,INR 442,N/A,19 Seats available,0
6487,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1274,Rajdhani (AC Semi Sleeper 2+2),12:00,Jubilee Bus Station JBS,06h 00m,18:00,SRISAILAM BS,N/A,4.0,50,INR 524,N/A,16 Seats available,7 Window
6488,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1288,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,Jubilee Bus Station JBS,07h 00m,19:20,SRISAILAM BS,N/A,2.8,23,INR 442,N/A,31 Seats available,0
6489,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1276,Rajdhani (AC Semi Sleeper 2+2),13:00,Jubilee Bus Station JBS,06h 00m,19:00,SRISAILAM BS,N/A,3.9,26,INR 524,N/A,16 Seats available,7 Window
6490,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 8275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,Central Bus Station (CBS,05h 40m,19:10,SRISAILAM BS,N/A,4.1,N/A,INR 442,N/A,31 Seats available,0
6491,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,Bhel,07h 40m,21:20,SRISAILAM BS,N/A,3.0,33,INR 442,N/A,28 Seats available,0
6492,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,Jubilee Bus Station JBS,06h 40m,20:20,SRISAILAM BS,N/A,4.0,19,INR 442,N/A,31 Seats available,0
6493,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1282,Rajdhani (AC Semi Sleeper 2+2),14:00,Jubilee Bus Station JBS,06h 00m,20:00,SRISAILAM BS,N/A,3.9,38,INR 524,N/A,16 Seats available,7 Window
6494,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 8271,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,Central Bus Station (CBS,05h 40m,20:00,SRISAILAM BS,N/A,3.7,30,INR 442,N/A,31 Seats available,0
6495,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:25,Bhel,07h 55m,22:20,SRISAILAM BS,N/A,3.9,37,INR 442,N/A,25 Seats available,0
6496,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9635,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,Bhel,08h 00m,22:40,SRISAILAM BS,N/A,3.8,35,INR 442,N/A,26 Seats available,0
6497,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1260,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,Jubilee Bus Station JBS,07h 00m,21:40,SRISAILAM BS,N/A,3.9,19,INR 442,N/A,31 Seats available,0
6498,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1964,Deluxe (Non AC Seater 2+2),15:00,Jubilee Bus Station JBS,07h 15m,22:15,SRISAILAM BS,N/A,3.1,8,INR 390,N/A,30 Seats available,14 Window
6499,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,Jubilee Bus Station JBS,07h 15m,23:00,SRISAILAM BS,N/A,4.3,69,INR 442,N/A,15 Seats available,0
6500,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 4322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,Jubilee Bus Station JBS,12h 15m,08:00,SRISAILAM BS,04-Aug,4.2,36,INR 442,N/A,31 Seats available,0
6501,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,Bhel,12h 20m,08:30,SRISAILAM BS,04-Aug,4.1,57,INR 442,N/A,31 Seats available,0
6502,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,Jubilee Bus Station JBS,12h 15m,08:30,SRISAILAM BS,04-Aug,4.2,45,INR 442,N/A,31 Seats available,0
6503,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,Jubilee Bus Station JBS,11h 15m,08:00,SRISAILAM BS,04-Aug,4.3,55,INR 442,N/A,25 Seats available,0
6504,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,Jubilee Bus Station JBS,10h 45m,08:30,SRISAILAM BS,04-Aug,4.6,90,INR 442,N/A,20 Seats available,0
6505,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,Bhel,10h 50m,08:35,SRISAILAM BS,04-Aug,4.3,100,INR 442,N/A,2 Seats available,0
6506,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1286,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,Kukatpally,10h 30m,08:30,SRISAILAM BS,04-Aug,4.2,137,INR 442,N/A,16 Seats available,0
6507,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7467,RAJDHANI (A.C. Semi Sleeper),11:00,KARIMNAGAR BS,03h 05m,14:05,Jubilee Bus Station JBS,N/A,3.7,14,INR 343,N/A,3 Seats available,1 Window
6508,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7320,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:10,KARIMNAGAR BS,03h 00m,14:10,Jubilee Bus Station JBS,N/A,3.0,10,INR 283,N/A,31 Seats available,0
6509,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7379,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40,KARIMNAGAR BS,03h 00m,14:40,Jubilee Bus Station JBS,N/A,4.7,12,INR 283,N/A,31 Seats available,0
6510,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7171,RAJDHANI (A.C. Semi Sleeper),12:00,KARIMNAGAR BS,03h 00m,15:00,Jubilee Bus Station JBS,N/A,4.0,21,INR 343,N/A,28 Seats available,14 Window
6511,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7076,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:10,KARIMNAGAR BS,03h 00m,15:10,Jubilee Bus Station JBS,N/A,3.4,19,INR 283,N/A,31 Seats available,0
6512,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,KARIMNAGAR BS,03h 00m,15:15,Jubilee Bus Station JBS,N/A,4.0,9,INR 283,N/A,25 Seats available,0
6513,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7122,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,KARIMNAGAR BS,03h 00m,15:20,Jubilee Bus Station JBS,N/A,2.7,6,INR 283,N/A,31 Seats available,0
6514,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7095,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:40,KARIMNAGAR BS,03h 00m,15:40,Jubilee Bus Station JBS,N/A,4.8,20,INR 283,N/A,31 Seats available,0
6515,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,KARIMNAGAR BS,03h 00m,16:20,Jubilee Bus Station JBS,N/A,4.5,7,INR 283,N/A,31 Seats available,0
6516,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7124,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,KARIMNAGAR BS,03h 00m,16:40,Jubilee Bus Station JBS,N/A,4.1,15,INR 283,N/A,31 Seats available,0
6517,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7471,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,KARIMNAGAR BS,02h 55m,16:55,Jubilee Bus Station JBS,N/A,4.2,6,INR 283,N/A,2 Seats available,0
6518,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,KARIMNAGAR BS,03h 00m,17:10,Jubilee Bus Station JBS,N/A,4.2,24,INR 283,N/A,31 Seats available,0
6519,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7831,RAJDHANI (A.C. Semi Sleeper),14:30,KARIMNAGAR BS,03h 00m,17:30,Jubilee Bus Station JBS,N/A,3.7,42,INR 343,N/A,30 Seats available,15 Window
6520,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,KARIMNAGAR BS,03h 00m,17:50,Jubilee Bus Station JBS,N/A,4.1,7,INR 283,N/A,6 Seats available,0
6521,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,KARIMNAGAR BS,03h 00m,18:05,Jubilee Bus Station JBS,N/A,3.9,12,INR 283,N/A,31 Seats available,0
6522,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7304,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,KARIMNAGAR BS,03h 00m,18:15,Jubilee Bus Station JBS,N/A,4.3,10,INR 283,N/A,31 Seats available,0
6523,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7339,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,KARIMNAGAR BS,03h 05m,18:35,Jubilee Bus Station JBS,N/A,2.9,7,INR 283,N/A,30 Seats available,0
6524,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 9443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,KARIMNAGAR BS,03h 15m,18:45,Jubilee Bus Station JBS,N/A,2.2,7,INR 283,N/A,28 Seats available,0
6525,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,KARIMNAGAR BS,03h 00m,18:40,Jubilee Bus Station JBS,N/A,3.8,21,INR 283,N/A,31 Seats available,0
6526,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7448,RAJDHANI (A.C. Semi Sleeper),16:00,KARIMNAGAR BS,03h 00m,19:00,Jubilee Bus Station JBS,N/A,2.8,22,INR 343,N/A,30 Seats available,15 Window
6527,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 9550,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,KARIMNAGAR BS,02h 30m,18:30,Alwal,N/A,4.3,16,INR 283,N/A,29 Seats available,0
6528,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),16:00,KARIMNAGAR BS,03h 15m,19:15,Jubilee Bus Station JBS,N/A,4.1,22,INR 343,N/A,33 Seats available,16 Window
6529,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,KARIMNAGAR BS,03h 00m,19:20,Jubilee Bus Station JBS,N/A,4.3,17,INR 283,N/A,31 Seats available,0
6530,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7881,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:35,KARIMNAGAR BS,02h 55m,19:30,Jubilee Bus Station JBS,N/A,2.4,6,INR 283,N/A,3 Seats available,0
6531,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),17:00,KARIMNAGAR BS,03h 05m,20:05,Jubilee Bus Station JBS,N/A,4.3,14,INR 343,N/A,30 Seats available,13 Window
6532,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7395,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,KARIMNAGAR BS,03h 00m,20:20,Jubilee Bus Station JBS,N/A,4.1,5,INR 283,N/A,31 Seats available,0
6533,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,KARIMNAGAR BS,02h 55m,20:25,Jubilee Bus Station JBS,N/A,3.9,N/A,INR 343,N/A,29 Seats available,9 Single
6534,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7351,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,KARIMNAGAR BS,03h 15m,21:00,Jubilee Bus Station JBS,N/A,3.2,8,INR 283,N/A,30 Seats available,0
6535,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,KARIMNAGAR BS,03h 00m,20:50,Jubilee Bus Station JBS,N/A,2.9,19,INR 283,N/A,31 Seats available,0
6536,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,KARIMNAGAR BS,02h 25m,20:20,Jubilee Bus Station JBS,N/A,3.2,15,INR 283,N/A,31 Seats available,0
6537,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,KARIMNAGAR BS,03h 05m,21:05,Jubilee Bus Station JBS,N/A,1.7,4,INR 283,N/A,31 Seats available,0
6538,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7810,LAHARI A/C SLEEPER CUM SEATER,18:00,KARIMNAGAR BS,02h 55m,20:55,Jubilee Bus Station JBS,N/A,4.0,22,INR 343,N/A,26 Seats available,6 Single
6539,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7029,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,KARIMNAGAR BS,03h 00m,21:05,Jubilee Bus Station JBS,N/A,4.1,29,INR 283,N/A,31 Seats available,0
6540,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,19:00,KARIMNAGAR BS,02h 40m,21:40,Jubilee Bus Station JBS,N/A,3.7,20,INR 343,N/A,33 Seats available,7 Single
6541,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,KARIMNAGAR BS,03h 00m,22:15,Jubilee Bus Station JBS,N/A,3.8,17,INR 283,N/A,31 Seats available,0
6542,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7120,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,KARIMNAGAR BS,03h 00m,23:00,Jubilee Bus Station JBS,N/A,3.1,16,INR 283,N/A,31 Seats available,0
6543,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),20:00,KARIMNAGAR BS,02h 50m,22:50,Jubilee Bus Station JBS,N/A,4.5,13,INR 343,N/A,27 Seats available,13 Window
6544,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7302,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,KARIMNAGAR BS,03h 55m,00:35,Central Bus Station (CBS),04-Aug,3.8,11,INR 283,N/A,31 Seats available,0
6545,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,KARIMNAGAR BS,03h 05m,00:10,Jubilee Bus Station JBS,04-Aug,4.5,13,INR 283,N/A,31 Seats available,0
6546,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7396,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,KARIMNAGAR BS,03h 00m,00:30,Jubilee Bus Station JBS,04-Aug,4.2,17,INR 283,N/A,31 Seats available,0
6547,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,KARIMNAGAR BS,03h 15m,01:45,Jubilee Bus Station JBS,04-Aug,3.9,N/A,INR 283,N/A,29 Seats available,0
6548,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),23:15,KARIMNAGAR BS,03h 30m,02:45,Jubilee Bus Station JBS,04-Aug,4.5,7,INR 343,N/A,23 Seats available,9 Window
6549,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,"Karimnagar, In front of ,Gree...",03h 25m,21:40,Jubilee Bus Station JBS,N/A,4.1,4,450,N/A,18 Seats available,3 Single
6550,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),18:00,Vishl Megamart,03h 10m,21:10,Thirumalagiri,N/A,2.6,14,540,N/A,30 Seats available,7 Single
6551,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,IRA Travels,A/C Sleeper (2+1),18:30,Surabhi Restaurant,03h 15m,21:45,Gachibowli,N/A,3.9,N/A,INR 1039,N/A,19 Seats available,6 Single
6552,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),18:00,BUS STAND,03h 55m,21:55,Ameerpet,N/A,2.7,N/A,INR 790,N/A,32 Seats available,9 Single
6553,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7916,Lahari Non A/C Sleeper Cum Seater,11:00,Central Bus Station (CBS,05h 40m,16:40,NRML BS,N/A,3.5,N/A,INR 376,N/A,40 Seats available,13 Single
6554,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,Central Bus Station (CBS,05h 40m,17:10,NRML BS,N/A,2.9,11,INR 376,N/A,31 Seats available,0
6555,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,Mehdipatnam,05h 45m,17:45,NRML BS,N/A,3.0,9,INR 376,N/A,31 Seats available,0
6556,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7944,Lahari A/C sleeper,12:10,Central Bus Station (CBS,05h 40m,17:50,NRML BS,N/A,3.1,19,INR 456,N/A,44 Seats available,15 Single
6557,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,Central Bus Station (CBS,05h 40m,18:30,NRML BS,N/A,3.9,10,INR 376,N/A,32 Seats available,0
6558,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7933,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:10,Central Bus Station (CBS,05h 40m,18:50,NRML BS,N/A,3.5,N/A,INR 376,N/A,31 Seats available,0
6559,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8108,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,Jubilee Bus Station JBS,04h 40m,18:10,NRML BS,N/A,3.4,19,INR 376,N/A,31 Seats available,0
6560,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:50,Central Bus Station (CBS,05h 40m,19:30,NRML BS,N/A,3.8,10,INR 376,N/A,29 Seats available,0
6561,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,Central Bus Station (CBS,05h 40m,19:55,NRML BS,N/A,3.6,9,INR 376,N/A,31 Seats available,0
6562,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,Central Bus Station (CBS,05h 20m,19:40,NRML BS,N/A,3.9,48,INR 456,N/A,35 Seats available,15 Window
6563,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8101,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,Jubilee Bus Station JBS,04h 40m,19:10,NRML BS,N/A,2.0,12,INR 376,N/A,31 Seats available,0
6564,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7904,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,Central Bus Station (CBS,05h 40m,20:20,NRML BS,N/A,3.2,24,INR 376,N/A,31 Seats available,0
6565,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,Central Bus Station (CBS,05h 40m,20:55,NRML BS,N/A,3.5,N/A,INR 376,N/A,31 Seats available,0
6566,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 1947,Garuda Plus (Volvo/Benz AC Multi Axle Semi Sleeper 2+2),15:45,Central Bus Station (CBS,05h 35m,21:20,NRML BS,N/A,2.6,18,INR 456,N/A,34 Seats available,16 Window
6567,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7920,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,Central Bus Station (CBS,05h 40m,22:00,NRML BS,N/A,2.7,12,INR 376,N/A,29 Seats available,0
6568,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7998,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,Jubilee Bus Station JBS,04h 40m,21:30,NRML BS,N/A,2.4,13,INR 376,N/A,31 Seats available,0
6569,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 1155,Lahari Non A/C Sleeper Cum Seater,17:30,Central Bus Station (CBS,06h 10m,23:40,NRML BS,N/A,3.0,8,INR 407,N/A,41 Seats available,13 Single
6570,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8009,Lahari A/C sleeper,18:00,Jubilee Bus Station JBS,04h 40m,22:40,NRML BS,N/A,2.5,15,INR 456,N/A,45 Seats available,15 Single
6571,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 9453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,Central Bus Station (CBS,05h 40m,23:40,NRML BS,N/A,2.9,11,INR 376,N/A,33 Seats available,0
6572,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8113,RAJDHANI (A.C. Semi Sleeper),18:30,Jubilee Bus Station JBS,04h 40m,23:10,NRML BS,N/A,3.4,27,INR 456,N/A,33 Seats available,16 Window
6573,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7936,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,Central Bus Station (CBS,05h 40m,00:30,NRML BS,04-Aug,2.8,14,INR 376,N/A,31 Seats available,0
6574,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7891,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,Central Bus Station (CBS,05h 40m,00:55,NRML BS,04-Aug,3.5,N/A,INR 376,N/A,33 Seats available,0
